Key,Author
ZQ9WSW4K,"Bengio, Yoshua"
ZQ9WSW4K,"Delalleau, Olivier"
ZQ9WSW4K,"Roux, Nicolas Le"
ZQ9WSW4K,"Paiement, Jean-Franà¥ois"
ZQ9WSW4K,"Vincent, Pascal"
ZQ9WSW4K,"Ouimet, Marie"
5KAC59DM,"Bengio, Yoshua"
5KAC59DM,"Delalleau, Olivier"
5KAC59DM,"Roux, Nicolas Le"
5KAC59DM,"Paiement, Jean-Franà¥ois"
5KAC59DM,"Vincent, Pascal"
5KAC59DM,"Ouimet, Marie"
73UPUH4P,"Bengio, Yoshua"
73UPUH4P,"Grandvalet, Yves"
5RWXT5K4,"Bengio, Yoshua"
5RWXT5K4,"Grandvalet, Yves"
H6KR3SS6,"Bengio, Yoshua"
H6KR3SS6,"LeCun, Yann"
3MVXRKE2,"Bengio, Y."
3MVXRKE2,"LeCun, Y."
AZCXSPIT,"Bengio, Yoshua"
AZCXSPIT,"LeCun, Yann"
SCK92MVM,"Bengio, Yoshua"
SCK92MVM,"Monperrus, Martin"
SCK92MVM,"Larochelle, Hugo"
I3PR7SBB,"Bengio, Yoshua"
I3PR7SBB,"Monperrus, Martin"
I3PR7SBB,"Larochelle, Hugo"
STUFUGJU,"Bengio, Yoshua"
STUFUGJU,"Monperrus, Martin"
XAVNHFTJ,"Bengio, Yoshua"
XAVNHFTJ,"Monperrus, Martin"
HTAS8FIA,"Quattoni, Ariadna"
HTAS8FIA,"Collins, Michael"
HTAS8FIA,"Darrell, Trevor"
J73UX6I6,"Gunawardana, A."
J73UX6I6,"Mahajan, M."
J73UX6I6,"Acero, A."
J73UX6I6,"Platt, J."
5GK2HQVG,"Bengio, Yoshua"
5GK2HQVG,"Sénécal, Jean-Sébastien"
H73DMM6H,"Bengio, Yoshua"
H73DMM6H,"Vincent, Pascal"
H73DMM6H,"Paiement, Jean-François"
IX348BF4,"Bengio, Yoshua"
IX348BF4,"Delalleau, Olivier"
IX348BF4,"Simard, Clarence"
U4E7RW6I,"Bengio, Yoshua"
U4E7RW6I,"Delalleau, Olivier"
U4E7RW6I,"Simard, Clarence"
IIHWXX5C,"Bengio, Yoshua"
IIHWXX5C,"Delalleau, Olivier"
IIHWXX5C,"Simard, Clarence"
GICIZC5D,"Bengio, Yoshua"
52IIBUMR,"Bengio, Yoshua"
MKQKTKBF,"Bengio, Yoshua"
BFZV2E8E,"Latendresse, Simon"
BFZV2E8E,"Bengio, Yoshua"
SKXX5Q5E,"Bengio, Yoshua"
SKXX5Q5E,"Latendresse, Simon"
9GH28UJK,"Bengio, Yoshua"
HCD4SHQG,"Bengio, Yoshua"
HCD4SHQG,"Lauzon, Vincent-Philippe"
HCD4SHQG,"Ducharme, Réjean"
WBD5SFAT,"Bengio, Yoshua"
WBD5SFAT,"Larochelle, Hugo"
WBD5SFAT,"Vincent, Pascal"
IFJB7ZXX,"Bengio, Yoshua"
IFJB7ZXX,"Larochelle, Hugo"
IFJB7ZXX,"Vincent, Pascal"
RRQ7797X,"Bengio, Yoshua"
RRQ7797X,"Larochelle, Hugo"
C39W3BD4,"Bengio, Yoshua"
C39W3BD4,"Delalleau, Olivier"
C39W3BD4,"Roux, Nicolas Le"
UCVK8Z9G,"Bengio, Yoshua"
UCVK8Z9G,"Delalleau, Olivier"
UCVK8Z9G,"Roux, Nicolas Le"
NU7HBUTV,"Bengio, Yoshua"
NU7HBUTV,"Delalleau, Olivier"
NU7HBUTV,"Roux, Nicolas Le"
54UBCJID,"Bengio, Yoshua"
54UBCJID,"Delalleau, Olivier"
54UBCJID,"Roux, Nicolas Le"
56VIHB58,"Lee, Honglak"
56VIHB58,"Battle, Alexis"
56VIHB58,"Raina, Rajat"
56VIHB58,"Ng, Andrew"
RWVNH2M5,"Bengio, Y."
RWVNH2M5,"Lamblin, P."
RWVNH2M5,"Popovici, D."
RWVNH2M5,"Larochelle, H."
26TEENNP,"Bengio, Y."
26TEENNP,"Lamblin, P."
26TEENNP,"Popovici, D."
26TEENNP,"Larochelle, H."
7H44EWEW,"Bengio, Yoshua"
7H44EWEW,"Paiement, Jean-Fran\ccois"
7H44EWEW,"Vincent, Pascal"
7H44EWEW,"Delalleau, Olivier"
7H44EWEW,"Roux, Nicolas Le"
7H44EWEW,"Ouimet, Marie"
WVP6ZA8R,"Bengio, Yoshua"
WVP6ZA8R,"Paiement, Jean-Fran\ccois"
WVP6ZA8R,"Vincent, Pascal"
WVP6ZA8R,"Delalleau, Olivier"
WVP6ZA8R,"Roux, Nicolas Le"
WVP6ZA8R,"Ouimet, Marie"
DWNHTNTP,"Bengio, Yoshua"
DWNHTNTP,"Paiement, Jean-Fran\ccois"
DWNHTNTP,"Vincent, Pascal"
DWNHTNTP,"Delalleau, Olivier"
DWNHTNTP,"Roux, Nicolas Le"
DWNHTNTP,"Ouimet, Marie"
H8NU6U29,"Bengio, Yoshua"
H8NU6U29,"Lamblin, Pascal"
H8NU6U29,"Popovici, Dan"
H8NU6U29,"Larochelle, Hugo"
N2QQMV5D,"Bengio, Yoshua"
N2QQMV5D,"Ducharme, Réjean"
N2QQMV5D,"Vincent, Pascal"
HGZ3UW4W,"Bengio, Yoshua"
HGZ3UW4W,"Ducharme, Réjean"
HGZ3UW4W,"Vincent, Pascal"
HGZ3UW4W,"Jauvin, Christian"
SKGKC8DJ,"Bengio, Y."
SKGKC8DJ,"Ducharme, R."
SKGKC8DJ,"Vincent, P."
SKGKC8DJ,"Jauvin, C."
85WFSVH3,"Bengio, Yoshua"
85WFSVH3,"Dugas, Charles"
DBEI7DJH,"Bengio, Y."
DBEI7DJH,"Gori, M."
DBEI7DJH,"Mori, R. \mboxDe"
UXXSQ2NT,"Bengio, Y."
W4MUKHCH,"Bengio, Yoshua"
7BVJ98DA,"Bengio, Y."
7BVJ98DA,"Bengio, S."
7BVJ98DA,"Isabelle, J. F."
7BVJ98DA,"Singer, Y."
7QS6SZPV,"Bengio, Y."
7QS6SZPV,"Mori, R. \mboxDe"
7QS6SZPV,"Flammia, G."
7QS6SZPV,"Kompe, R."
4AH4KD2M,"Bengio, Y."
4AH4KD2M,"Simard, P."
4AH4KD2M,"Frasconi, P."
I2RGCRG3,"Bengio, Y."
I2RGCRG3,"Simard, P."
I2RGCRG3,"Frasconi, P."
546P5JQZ,"Bengio, Y."
546P5JQZ,"Frasconi, P."
6IVTIDBG,"Kermorvant, Christopher"
6IVTIDBG,"Bengio, Yoshua"
QQ2DSK9M,"Bengio, Y."
QQ2DSK9M,"Cosi, P."
QQ2DSK9M,"Cardin, R."
QQ2DSK9M,"Mori, R. De"
RJAUBQGB,"Bengio, Yoshua"
QWRJMVM3,"Bengio, Y."
QWRJMVM3,"Mori, R. De"
QWRJMVM3,"Flammia, G."
QWRJMVM3,"Kompe, R."
U9BZA2NB,"Becker, Sue"
U9BZA2NB,"Hinton, Geoffrey"
Q6I8U2JP,"Bengio, Yoshua"
8GAPJBJU,"Bengio, S."
8GAPJBJU,"Bengio, Y."
8GAPJBJU,"Cloutier, J."
8GAPJBJU,"Gecsei, J."
CU84QJNX,"Bengio, S."
CU84QJNX,"Bengio, Y."
CU84QJNX,"Robert, J."
CU84QJNX,"Bélanger, G."
C8U8QMIQ,"Bottou, L."
C8U8QMIQ,"Haffner, P."
C8U8QMIQ,"Howard, P. G."
C8U8QMIQ,"Simard, P."
C8U8QMIQ,"Bengio, Y."
EG3BEHTR,"Bishop, Christopher M"
R729I542,"Bengio, Y."
R729I542,"Gingras, F."
R729I542,"Goulard, B."
R729I542,"Lina, J.-M."
XFPP8JMF,"Gingras, F."
XFPP8JMF,"Bengio, Y."
7UIU9IUX,"Bengio, S."
7UIU9IUX,"Bengio, Y."
7UIU9IUX,"Cloutier, J."
57NJSEW8,"Bengio, Y."
57NJSEW8,"Mori, R. De"
QDRCMZCC,"Bengio, Yoshua"
QDRCMZCC,"Ducharme, Réjean"
QDRCMZCC,"Vincent, Pascal"
I7URD8XD,"Bengio, Yoshua"
6D4SK4C2,"Bengio, Yoshua"
8HWU9RI7,"Bengio, Y."
8HWU9RI7,"Frasconi, P."
8HWU9RI7,"Simard, P."
6QCGGJ44,"Bengio, Y."
6QCGGJ44,"Simard, P."
6QCGGJ44,"Frasconi, P."
RX9HS2KI,"Benveniste, A."
RX9HS2KI,"Metivier, M."
RX9HS2KI,"Priouret, P."
PMZ4KIHH,"Berger, J."
STGM5IK2,"Berger, A."
ZUBE7D4W,"Berkes, Pietro"
ZUBE7D4W,"Wiskott, Laurenz"
USQK5XZM,"Berkes, Pietro"
USQK5XZM,"Wiskott, Laurenz"
8MJ7NT2V,"Berkes, Pietro"
8MJ7NT2V,"Wiskott, Laurenz"
DD9GAQ4K,"Berkes, P."
DD9GAQ4K,"Wiskott, L."
JZGGVQFG,"Beurle, R. L."
SWZW24W7,"Beyer, Kevin S."
SWZW24W7,"Goldstein, Jonathan"
SWZW24W7,"Ramakrishnan, Raghu"
SWZW24W7,"Shaft, Uri"
7NSACCQ4,"Bianchini, M."
7NSACCQ4,"Frasconi, P."
7NSACCQ4,"Gori, M."
EBAA8IPU,"Bianchini, M."
EBAA8IPU,"Gori, M."
EBAA8IPU,"Maggini, M."
TMSUUXWG,"Bickel, P. J."
TMSUUXWG,"Ritov, Y."
7HQNS6RP,"Bienenstock, E. L."
7HQNS6RP,"Cooper, L. N."
7HQNS6RP,"Munro, P. W."
34N79RQX,"Bierderman, Irving"
BZEGAKS3,"Bilbro, G."
BZEGAKS3,"Mann, R."
BZEGAKS3,"Miller, T. K."
BZEGAKS3,"Snyder, W. E."
BZEGAKS3,"Bout, D. E. Van den"
BZEGAKS3,"White, M."
V9885WFE,"Bilbro, G. L."
V9885WFE,"Snyder, W."
57BH2G6K,"Binder, K."
57BH2G6K,"Young, A. P."
UU43GIVW,"Binder, K."
UU43GIVW,"Heerman, D. W."
Z86AHJ3X,"Bishop, Christopher M."
JCAE6GBM,"Bishop, Christopher M."
6PJ7S339,"Hyvärinen, Aapo"
6PJ7S339,"Hurri, Jamo"
6PJ7S339,"Hoyer, Patrick O."
AJKZPNDW,"Gelfand, Izrail Moiseevish"
KRQ99JD2,"Cover, Thomas"
MQ87NR6S,"Koller, Daphne"
MQ87NR6S,"Friedman, Nir"
8737Z7T8,"Bishop, Christopher"
F86Q4KKQ,"Bishop, Christopher"
69N4PCP2,"Bishop, Christopher M."
DKD8XGHS,"Black, F."
DKD8XGHS,"Scholes, M."
XXDJXEA4,"Blakemore, C."
XXDJXEA4,"Cooper, G. F."
2W8ZUZXJ,"Blitzer, John"
2W8ZUZXJ,"Weinberger, Kilian"
2W8ZUZXJ,"Saul, Lawrence"
2W8ZUZXJ,"Pereira, Fernando"
TSX329BH,"Blitzer, John"
TSX329BH,"Weinberger, Kilian"
TSX329BH,"Saul, Lawrence"
TSX329BH,"Pereira, Fernando"
MAZUB29N,"Blitzer, J."
MAZUB29N,"Weinberger, K. Q."
MAZUB29N,"Saul, L. K."
MAZUB29N,"Pereira, F. C. N."
SE22E7I2,"Block, H. D."
NV9DX97P,"Blum, A."
NV9DX97P,"Rivest, R. L."
3DTCMAHG,"Blum, Avrim"
3DTCMAHG,"Chawla, Shuchi"
4AT27GQT,"Blum, Avrim"
4AT27GQT,"Mitchell, Tom"
XZW6G3HN,"Blum, Avrim"
XZW6G3HN,"Mitchell, Tom"
6TGRCHTN,"Blum, A."
6TGRCHTN,"Kalai, A."
6TGRCHTN,"Langford, J."
DUMUAJ7A,"Blumer, A."
DUMUAJ7A,"Ehrenfeucht, A."
DUMUAJ7A,"Haussler, D."
DUMUAJ7A,"Warmuth, M."
D8CDAM92,"Blumer, A."
D8CDAM92,"Ehrenfeucht, A."
D8CDAM92,"Haussler, D."
D8CDAM92,"Warmuth, M."
G272UPZS,"Blumer, A."
G272UPZS,"Ehrenfeucht, A."
G272UPZS,"Haussler, D."
G272UPZS,"Warmuth, M. K."
8T9CCZXC,"Blumstein, S. E."
8T9CCZXC,"Stevens, K. N."
799V9IUJ,"Bohm, G."
XKSII5H6,"Bohr, H."
XKSII5H6,"Bohr, J."
XKSII5H6,"Brunak, S."
XKSII5H6,"Cotterill, R. M. J."
XKSII5H6,"Lautrup, B."
XKSII5H6,"Norskov, L."
XKSII5H6,"Olsen, O. H."
XKSII5H6,"Petersen, S. B."
MK6M6M9N,"Bollacker, Kurt D."
MK6M6M9N,"Ghosh, Joydeep"
42RQAUHX,"Abdi, H."
T7EADIWC,"Bonilla, Edwin V."
T7EADIWC,"Agakov, Felix V."
T7EADIWC,"Williams, Christopher K. I."
6ID43XRH,"Bonomo, M."
6ID43XRH,"Garcia, R."
4G6MCF58,"Bordes, Antoine"
4G6MCF58,"Bottou, Léon"
4G6MCF58,"Gallinari, Patrick"
5JA2DDIK,"Bordes, Antoine"
5JA2DDIK,"Usunier, Nicolas"
5JA2DDIK,"Collobert, Ronan"
5JA2DDIK,"Weston, Jason"
J2WRBQK9,"Borkar, Vivek S."
38B7GCCK,"Bornstein, Marc H."
H8N8KQFT,"Boser, B."
H8N8KQFT,"Sackinger, E."
H8N8KQFT,"Bromley, J."
H8N8KQFT,"LeCun, Y."
H8N8KQFT,"Jackel, L."
8WTSC4K5,"Boser, Bernhard E."
8WTSC4K5,"Guyon, Isabelle M."
8WTSC4K5,"Vapnik, Vladimir N."
DPBM2IXX,"Bottou, Léon"
HGKMX4J9,"Bottou, Léon"
HGKMX4J9,"Bousquet, Olivier"
CJQKQV9S,"Bottou, Léon"
CJQKQV9S,"Bousquet, Olivier"
VK8RPAFK,"Bottou, Léon"
VK8RPAFK,"Bengio, Yoshua"
VK8RPAFK,"Cun, Yann A. Le"
34TI662V,"Bottou, Léon"
34TI662V,"LeCun, Yann"
TZHHPTGD,"Bottou, Léon"
TZHHPTGD,"Bengio, Yoshua"
TZHHPTGD,"Cun, Yann Le"
92P8Q2RJ,"Bottou, Leon"
92P8Q2RJ,"LeCun, Yann"
F3TXIMMT,"Bottou, Leon"
F3TXIMMT,"LeCun, Yann"
QSS9H2MQ,"Bottou, Léon"
V6IIM6TF,"Bottou, L."
V6IIM6TF,"Fogelman-Soulié, F."
V6IIM6TF,"Blanchet, P."
V6IIM6TF,"Lienard, J. S."
DI5WQ753,"Bottou, L."
DI5WQ753,"Gallinari, P."
K6G9WVMD,"Bottou, L."
K6G9WVMD,"Vapnik, V."
QFGZWBNZ,"Bottou, L."
QFGZWBNZ,"Cortes, C."
QFGZWBNZ,"Denker, J. S."
QFGZWBNZ,"Drucker, H."
QFGZWBNZ,"Guyon, I."
QFGZWBNZ,"Jackel, L. D."
QFGZWBNZ,"LeCun, Y."
QFGZWBNZ,"Muller, U. A."
QFGZWBNZ,"Sackinger, E."
QFGZWBNZ,"Simard, P."
QFGZWBNZ,"Vapnik, V."
MCBZ53VM,"Bottou, Léon"
MCBZ53VM,"Bengio, Yoshua"
MCBZ53VM,"LeCun, Yann"
BCT6HMNG,"Bottou, Léon"
2WW5CZA3,"Bottou, Léon"
F3RXKX4B,"Bouchard, Guillaume"
F3RXKX4B,"Triggs, Bill"
TX8CWHCX,"Bouchard, Guillaume"
8I4AR36H,"Bourlard, H."
8I4AR36H,"Wellekens, C."
4BVPZNXQ,"Bourlard, H."
4BVPZNXQ,"Wellekens, C."
C433IDXZ,"Bourlard, Hervà¤¥à¤"
C433IDXZ,"Kamp, Yves"
7K237TNJ,"Bourlard, H."
7K237TNJ,"Morgan, N."
U8UGHMJ3,"Bourlard, H."
U8UGHMJ3,"Wellekens, C."
EFGUFZD8,"Bourrely, J."
XWGHF45D,"Bouveyron, C."
XWGHF45D,"Chipman, H."
B6ZT3Z99,"Box, G. E. P."
B6ZT3Z99,"Tiao, G. C."
RP9QAJAJ,"Box, G. E. P."
RP9QAJAJ,"Jenkins, G. M."
XX9KTG7F,"Boyd, Stephen"
XX9KTG7F,"Vandenberghe, Lieven"
AMFV8RMZ,"Grubb, Alexander"
AMFV8RMZ,"Bagnell, J. Andrew (Drew)"
JUDJAXZ9,"Grubb, Alexander"
JUDJAXZ9,"Bagnell, J. Andrew (Drew)"
7M6S695W,"Bagnell, J. Andrew"
7M6S695W,"Bradley, David M."
VT6AMHKB,"Bagnell, J. A."
VT6AMHKB,"Bradley, D. M."
N37JAFS5,"Bradley, Ralph A."
N37JAFS5,"Terry, Milton E."
APNXIA86,"Bradley, David"
GW64RSCM,"Brady, M. L."
GW64RSCM,"Raghavan, R."
GW64RSCM,"Slawny, J."
9T9CTX5U,"Brady, M. L."
9T9CTX5U,"Raghavan, R."
9T9CTX5U,"Slawny, J."
SUCTEEJJ,"Bramson, M. J."
SUCTEEJJ,"Hoptroff, R. G."
6X8TKSUQ,"Brand, M."
SKIWW2Z9,"Brand, M."
EXWKCT7P,"Brand, Matthew"
E2KCPAVP,"Brandt, R. D."
E2KCPAVP,"Wang, Y."
E2KCPAVP,"Laub, A. J."
E2KCPAVP,"Mitra, S. K."
KKT8UEFC,"Bregler, Christoph"
KKT8UEFC,"Omohundro, Stephen M."
JPATNWEN,"Breiman, L."
976V28DD,"Breiman, L."
FZHVMJNU,"Breiman, Leo"
XWT969T4,"Breiman, L."
XWT969T4,"Friedman, J. H."
XWT969T4,"Olshen, R. A."
XWT969T4,"Stone, C. J."
EFXCXAMG,"Breiman, L."
GTW4NBN9,"Bridle, J. S."
GTW4NBN9,"Cox, S. J."
BEFZ9T6B,"Bridle, J."
5ZEU3WAI,"Bridle, J. S."
M8PF4JFZ,"Bridle, J. S."
AZHIK4JV,"Bridle, J. S."
AUEIJ6PC,"Bromley, J."
AUEIJ6PC,"Benz, J."
AUEIJ6PC,"Bottou, L."
AUEIJ6PC,"Guyon, I."
AUEIJ6PC,"Jackel, L."
AUEIJ6PC,"LeCun, Y."
AUEIJ6PC,"Moore, C."
AUEIJ6PC,"Sackinger, E."
AUEIJ6PC,"Shah, R."
9TIMREKP,"Bromley, J."
9TIMREKP,"Benz, J."
9TIMREKP,"Bottou, L."
9TIMREKP,"Guyon, I."
9TIMREKP,"Jackel, L."
9TIMREKP,"LeCun, Y."
9TIMREKP,"Moore, C."
9TIMREKP,"Sackinger, E."
9TIMREKP,"Shah, R."
U2T28D8P,"Broomhead, D."
U2T28D8P,"Lowe, D."
F4EKPIRR,"Brown, Andrew"
F4EKPIRR,"Hinton, Geoffrey"
IPFPQK74,"Brown, Lawrence D."
MIIF3KGR,"Brown, P. F."
MIIF3KGR,"Pietra, V. J. Della"
MIIF3KGR,"DeSouza, P. V."
MIIF3KGR,"Lai, J. C."
MIIF3KGR,"Mercer, R. L."
UC7HIP9K,"Brown, P."
WU5VDFZM,"Bruce, Rebecca"
WU5VDFZM,"Wiebe, Janyce"
Q3ZNU2HD,"Brugnara, F."
Q3ZNU2HD,"DeMori, R."
Q3ZNU2HD,"Giuliani, D."
Q3ZNU2HD,"Omologo, M."
XJ4PJD74,"Brunak, S."
XJ4PJD74,"Lautrup, B."
KBJT7UBW,"Brunak, S."
KBJT7UBW,"Lautrup, B."
3E7232E3,"Brunak, S."
3E7232E3,"Engelbrecht, J."
3E7232E3,"Knudsen, S."
SAP2PT7R,"Bryson, A. E."
SAP2PT7R,"Ho, Y.-C."
9XD93TBA,"Beaton, A. E."
9XD93TBA,"Tukey, J. W."
DEWV8CCU,"Buia, Calin"
DEWV8CCU,"Tiesinga, Paul"
W5U6QKJS,"Buhlmann, P."
W5U6QKJS,"Wyner, A. J."
PEETKV2H,"Buhmann, J."
PEETKV2H,"Schulten, K."
AARJUQ6T,"Buhmann, J."
AARJUQ6T,"Schulten, K."
7CHB6VJU,"Buntine, W."
NHE9B7WA,"Burges, C."
NHE9B7WA,"Matan, O."
NHE9B7WA,"LeCun, Y."
NHE9B7WA,"Denker, J."
NHE9B7WA,"Jackel, L."
NHE9B7WA,"Stenard, C."
NHE9B7WA,"Nohl, C."
NHE9B7WA,"Ben, J."
2CVIXTWU,"Burges, C. J. C."
2CVIXTWU,"Ben, J. I."
2CVIXTWU,"Denker, J. S."
2CVIXTWU,"LeCun, Y."
2CVIXTWU,"Nohl, C. R."
TZN9MDVD,"Burges, C. J. C."
9E3ZZ78H,"Burges, C. J. C."
JPQZ7GRM,"Burr, D. J."
ZESQZPM2,"Burr, D. J."
G3BXKUUW,"Burrows, J. H."
G3BXKUUW,"Peck, J."
IMMZ6BHU,"Burrows, J. H."
IMMZ6BHU,"Doucet, R."
FX8R7XZB,"Byrne, J. H."
4N2EME5F,"Byrne, J. H."
4N2EME5F,"Gingrich, K. J."
4N2EME5F,"Baxter, D. A."
V4GI8QJ2,"Cacciatore, T. W."
V4GI8QJ2,"Nowlan, Steven J."
6DIVBMKQ,"Cai, J."
TU9HNW7D,"Cai, Deng"
TU9HNW7D,"He, Xiaofei"
TU9HNW7D,"Han, Jiawei"
PZQZ9IH8,"Caianiello, E. R."
KQV4JCZQ,"Campbell, F. W."
KQV4JCZQ,"Kulikowski, J. J."
8BBMKQR2,"Campbell, F. W."
8BBMKQR2,"Cooper, G. F."
8BBMKQR2,"Cugell, Enroth C."
83VGXBA5,"Candela, J. Quià¤¥à¤¤à¤onero"
83VGXBA5,"Rasmussen, C. E."
83VGXBA5,"Sinz, F."
83VGXBA5,"Bousquet, O."
83VGXBA5,"Schà¤¥à¤¤à¤lkopf, B."
BXCPKHUN,"Candes, E."
BXCPKHUN,"Wakin, M."
SAQMEU3H,"Candes, E. J."
SAQMEU3H,"Tao, T."
XNXKP2AR,"Canning, A."
XNXKP2AR,"Gardner, E."
7Z5I9TQT,"Carandini, Matteo"
7Z5I9TQT,"Heeger, David J."
IIKHFU3U,"Cardie, Claire"
GHGVMPN8,"Carpenter, G. A."
GHGVMPN8,"Grossberg, S."
43UQNSM9,"Carpenter, G. A."
43UQNSM9,"Grossberg, S."
TVSR4PWI,"Carpenter, G. A."
TVSR4PWI,"Grossberg, S."
QBIGBQ4Q,"Carrasco, R. C."
QBIGBQ4Q,"Oncina, J."
KHIKMV8E,"Carter, C. K."
KHIKMV8E,"Kohn, R."
T29Z3QPT,"Caruana, Rich"
TFDX7J53,"Caruana, R."
TFDX7J53,"Niculescu-Mizil, A."
GZB3RGP8,"Caruana, Rich"
S643ZWSE,"Caruana, Rich"
EJPJ22BC,"Caruana, Rich"
XT95S482,"Caruana, Rich"
D7IHX42C,"Caruana, Rich"
D7IHX42C,"Baluja, Shumeet"
D7IHX42C,"Mitchell, Tom"
H4JQMJEA,"Caruana, Rich"
S8SFEXGX,"Caruana, Rich"
SJVPC9QV,"Casdagli, M."
DAEBCBI5,"Casella, George"
DAEBCBI5,"Berger, Roger"
3FIFHAXA,"Cashman, N. R."
3FIFHAXA,"Pouliot, Y."
3ZSV2V2J,"Cataltepe, Zehra"
3ZSV2V2J,"Abu-mostafa, Yaser S."
3ZSV2V2J,"Magdon-ismail, Malik"
BK3QZ65F,"Cater, J. P."
Q6IG6FUT,"Caudill, M."
BCJZU6VE,"Chang, Chih-Chung"
BCJZU6VE,"Lin, Chih-Jen"
7VGDK7FG,"Cemgil, A. T."
7VGDK7FG,"Kappen, H. J."
7VGDK7FG,"Barber, D."
VGPF3K2X,"Cevikalp, Hakan"
VGPF3K2X,"Verbeek, Jakob J."
VGPF3K2X,"Jurie, Frà¤¥à¤¤à¤dà¤¥à¤¤à¤ric"
VGPF3K2X,"Klà¤¥à¤¤à¤ser, Alexander"
2XDJNRCP,"Cox, Ingemar J."
2XDJNRCP,"Ghosn, Joumana"
2XDJNRCP,"Yianilos, Peter N."
ZMTIWWE9,"Biggs, D."
ZMTIWWE9,"Ville, B."
ZMTIWWE9,"Suen, E."
9QTPFNF9,"Hawkins, D. M."
9QTPFNF9,"Kass, G. V."
KXQR5RUD,"Kass, G. V."
WA4KUE8M,"Chapados, N."
WA4KUE8M,"Bengio, Y."
WA4KUE8M,"Vincent, P."
WA4KUE8M,"Ghosn, J."
WA4KUE8M,"Dugas, C."
WA4KUE8M,"Takeuchi, I."
WA4KUE8M,"Meng, L."
VTXW4Q7W,"Chapados, N."
VTXW4Q7W,"Bengio, Y."
VTXW4Q7W,"Vincent, P."
VTXW4Q7W,"Ghosn, J."
VTXW4Q7W,"Dugas, C."
VTXW4Q7W,"Takeuchi, I."
VTXW4Q7W,"Meng, L."
FDNH89VF,"Chapelle, O."
FDNH89VF,"Erhan, D."
JA4I8SUF,"Chapelle, O."
JA4I8SUF,"Weston, J."
JA4I8SUF,"Schölkopf, B."
KZQQXGQU,"Chapelle, O."
KZQQXGQU,"Schölkopf, B."
KZQQXGQU,"Weston, J."
596ZWWZ5,"Chapelle, Olivier"
596ZWWZ5,"Weston, Jason"
596ZWWZ5,"Bottou, Léon"
596ZWWZ5,"Vapnik, Vladimir"
FV7FAIBN,"Chapelle, O."
FV7FAIBN,"Scholkopf, B."
D4UVTFUV,"Chapelle, O."
D4UVTFUV,"Haffner, P."
D4UVTFUV,"Vapnik, V."
S6MPRTES,"Chapelle, O."
S6MPRTES,"Vapnik, V."
S6MPRTES,"Bengio, Y."
HPEXE6PQ,"Wager, Stefan"
HPEXE6PQ,"Wang, Sida"
HPEXE6PQ,"Liang, Percy"
D334W7XU,"Willsky, A. S."
W4DE3CRW,"Felzenszwalb, Pedro F."
W4DE3CRW,"Huttenlocher, Daniel P."
UJJ9778A,"Lombaert, Herve"
UJJ9778A,"Sun, Yiyong"
UJJ9778A,"Grady, Leo"
UJJ9778A,"Xu, Chenyang"
4E8P4FFU,"Boykov, Y."
4E8P4FFU,"Kolmogorov, V."
F5SZWCED,"Chapelle, O."
F5SZWCED,"Chi, M."
F5SZWCED,"Zien, A."
9D3CND8N,"Chapelle, Olivier"
9D3CND8N,"Zien, Alexander"
9TRBZAUF,
2FW2ZXQF,"Charles, Darryl"
2FW2ZXQF,"McNeill, Michael"
2FW2ZXQF,"McAlister, Moira"
2FW2ZXQF,"Black, Michaela"
2FW2ZXQF,"Moore, Adrian"
2FW2ZXQF,"Stringer, Karl"
2FW2ZXQF,"Kocklich, J"
2FW2ZXQF,"Kerr, Aphra"
JUV5UZEP,"Charniak, Eugene"
GPZEKPS9,"Chatpatanasiri, Ratthachat"
BSKFV2RB,"Chauvin, Y."
VZV54MD6,"Chauvin, Y."
WBPGVHE6,"Dacorogna, B."
FBU7AS72,"Dawkins, Richard"
MJTEUSC8,"Distin, Kate"
ZVHK35KK,"Zio, Marco Di"
ZVHK35KK,"Guarnera, Ugo"
ZVHK35KK,"Luzi, Orietta"
SIITT4D9,"Cheeseman, P."
SIITT4D9,"Kelly, J."
SIITT4D9,"Self, M."
SIITT4D9,"Stutz, J."
SIITT4D9,"Taylor, W."
SIITT4D9,"Freeman, D."
CV3GDXTB,"Chelba, Ciprian"
CV3GDXTB,"Jelinek, Frederick"
BPQEBDAF,"Chen, Stanley F."
BPQEBDAF,"Goodman, Joshua T."
SQXDVT84,"Chen, Hsin"
SQXDVT84,"Murray, Alan F."
5FWQ4PK8,"Chen, S."
BFN47K5R,"Chen, Stanley F."
BFN47K5R,"Goodman, Joshua T."
J7KTT2RD,"Chen, Stanley F."
J7KTT2RD,"Rosenfeld, Ronald"
NZC8X4MI,"Chen, Fan"
NZC8X4MI,"Kotani, Kazunori"
86R55P3D,"Chen, X. R."
86R55P3D,"Krishnaiah, P. R."
86R55P3D,"Liang, W. W."
T6HPVWMQ,"Chigier, B."
T6HPVWMQ,"Brennan, R. A."
MPXHBTIN,"Chipman, H. A."
MPXHBTIN,"George, E. I."
MPXHBTIN,"McCulloch, R. E."
JPUS6K4E,"Chipman, H. A."
JPUS6K4E,"George, E. I."
JPUS6K4E,"McCulloch, R. E."
EF8KRT8I,"Cho, KyungHyun"
EF8KRT8I,"Raiko, Tapani"
EF8KRT8I,"Ilin, Alexander"
XB53IFSX,"Cho, KyungHyun"
XB53IFSX,"Raiko, Tapani"
